id,input,correct_choice,list_choices,lbl,distractor_model,dataset,target
32490239,"A government spokesman said the bodies were found near the city of Al Bayda, close to the site of the kidnapping.
The crew was taken in August while travelling through territory largely controlled by extremist militants.
Libya has been in turmoil since the fall of Muammar Gaddafi in 2011 and now has two competing governments and numerous militia groups.
Faraj al-Barassi, a district army commander in eastern Libya, told Reuters that militants loyal to Islamic State (IS) were responsible for the killings.
IS-affiliated militants have established a strong presence in parts of Libya, including Derna where the kidnapping is believed to have taken place.
Parts of Libya have descended into lawless chaos following the overthrow of Gaddafi, allowing extremists to gain ground.
A February report by Human Rights Watch said there was a ""climate of impunity"" in the country that ""allowed militias to assault, threaten, kidnap, or even kill journalists"".
Libya's internationally recognised government has fled from the capital Tripoli to the eastern city of Tobruk, while a rival parliament has been established in Tripoli itself.",A crew has been found dead after they were kidnapped.,"The bodies of two Libyan journalists have been found in the eastern city of Benghazi, the government says.",1,bart-base,xsum,0
32490239,"A government spokesman said the bodies were found near the city of Al Bayda, close to the site of the kidnapping.
The crew was taken in August while travelling through territory largely controlled by extremist militants.
Libya has been in turmoil since the fall of Muammar Gaddafi in 2011 and now has two competing governments and numerous militia groups.
Faraj al-Barassi, a district army commander in eastern Libya, told Reuters that militants loyal to Islamic State (IS) were responsible for the killings.
IS-affiliated militants have established a strong presence in parts of Libya, including Derna where the kidnapping is believed to have taken place.
Parts of Libya have descended into lawless chaos following the overthrow of Gaddafi, allowing extremists to gain ground.
A February report by Human Rights Watch said there was a ""climate of impunity"" in the country that ""allowed militias to assault, threaten, kidnap, or even kill journalists"".
Libya's internationally recognised government has fled from the capital Tripoli to the eastern city of Tobruk, while a rival parliament has been established in Tripoli itself.",A crew has been found dead after they were kidnapped.,A crew has been found dead after they were kidnapped.,1,bart-base,xsum,1
35446962,"Lucas failed to complete the first of the 10-race series but recovered to win seven of the next nine.
The 40-year-old is the only confirmed member of the British Paralympic team for the Rio Games.
""It's been a really good regatta and great to start 2016 off with a win,"" she said.
""We have had some great winds and some good conditions in different directions which has made it a good regatta.""
The Sonar crew of John Robertson, Hannah Stodel and Stephen Thomas missed out on a medal by finishing fourth.
The trio were second behind Canada going into the final day but three fifth places ended their medal hopes.",Britain's Lucas finished with a win.,Britain's Lucas finished with a win.,0,bart-base,xsum,1
35446962,"Lucas failed to complete the first of the 10-race series but recovered to win seven of the next nine.
The 40-year-old is the only confirmed member of the British Paralympic team for the Rio Games.
""It's been a really good regatta and great to start 2016 off with a win,"" she said.
""We have had some great winds and some good conditions in different directions which has made it a good regatta.""
The Sonar crew of John Robertson, Hannah Stodel and Stephen Thomas missed out on a medal by finishing fourth.
The trio were second behind Canada going into the final day but three fifth places ended their medal hopes.",Britain's Lucas finished with a win.,British Paralympic champion Laura Lucas won her second gold medal of the season at the Sonar Classic in California.,0,bart-base,xsum,0
38279745,"Dozens of others were injured in the explosion early on Sunday.
The bomber struck at the entrance of the city's main port facilities. Residents say the blast could be heard across Mogadishu.
No group has said it carried out the attack, but the Somali Islamist group al-Shabab often carries out such bombings in the capital.
""We assisted 48 wounded people and carried 16 others who were killed in the blast,"" said Abdikadir Abdirahman Adem, head Mogadishu's Amin ambulance service.
The death toll is expected to rise further.","A bomber has killed at least 16 people in the city, officials say.","A bomber has killed at least 16 people in the city, officials say.",0,bart-base,xsum,1
38279745,"Dozens of others were injured in the explosion early on Sunday.
The bomber struck at the entrance of the city's main port facilities. Residents say the blast could be heard across Mogadishu.
No group has said it carried out the attack, but the Somali Islamist group al-Shabab often carries out such bombings in the capital.
""We assisted 48 wounded people and carried 16 others who were killed in the blast,"" said Abdikadir Abdirahman Adem, head Mogadishu's Amin ambulance service.
The death toll is expected to rise further.","A bomber has killed at least 16 people in the city, officials say.","At least 48 people have been killed in a suicide bomb attack in the Somali capital, Mogadishu, officials say.",0,bart-base,xsum,0
32046136,"The group, a mix of students and activists, were arrested while taking part in a protest two weeks ago against a new education bill.
They face possible jail terms on charges including insulting civil servants and refusing to disperse.
Video of the protests showing people being cornered by police and beaten sparked international condemnation.
President Thein Sein of Myanmar (formerly Burma) has defended the action of officers, telling the BBC that in many Western countries a similar situation might have ended in gunfire and death.
In addition to the 65 people in court in the town of Letpadan on Wednesday, another five have been charged in absentia. Eleven people who were released on bail will be charged at a later date.
All could face jail terms of up to six years.
The BBC's Jonah Fisher, at the court, says relatives and supporters gathered outside the building with flowers, water and food for the detainees. Riot police were deployed to keep back the crowds.
Our correspondent says that while there have been reforms in Myanmar since the end of military rule, the case shows that its laws and legal system remain dated and repressive.
The students began a protest march from Mandalay to Yangon (also known as Rangoon) in January, in opposition to a bill which centralises control over higher education.
They were calling for more power to be devolved to universities and higher education institutions, the right to form student unions, and teaching in ethnic minority languages.
The march was technically illegal as it did not have official approval.  The two sides had been in negotiations, and the authorities had agreed to let the students continue to Yangon.
But the students were angered by police opposition when they reached Letpadan, 140km (90 miles) north of Yangon, and clashes broke out as they attempted to break through police lines.
Scores of students and some police officers were injured, while more than 100 people were arrested.
The government has announced an inquiry into the response of the security services, state media report. Young Burmese have been at the forefront of several protests in Myanmar over the years, including a notorious 1988 uprising against the former ruling junta.",Sixty-five people have appeared in court to be charged over a student protest that ended in violence.,Sixty-five people have appeared in court to be charged over a student protest that ended in violence.,0,bart-base,xsum,1
32046136,"The group, a mix of students and activists, were arrested while taking part in a protest two weeks ago against a new education bill.
They face possible jail terms on charges including insulting civil servants and refusing to disperse.
Video of the protests showing people being cornered by police and beaten sparked international condemnation.
President Thein Sein of Myanmar (formerly Burma) has defended the action of officers, telling the BBC that in many Western countries a similar situation might have ended in gunfire and death.
In addition to the 65 people in court in the town of Letpadan on Wednesday, another five have been charged in absentia. Eleven people who were released on bail will be charged at a later date.
All could face jail terms of up to six years.
The BBC's Jonah Fisher, at the court, says relatives and supporters gathered outside the building with flowers, water and food for the detainees. Riot police were deployed to keep back the crowds.
Our correspondent says that while there have been reforms in Myanmar since the end of military rule, the case shows that its laws and legal system remain dated and repressive.
The students began a protest march from Mandalay to Yangon (also known as Rangoon) in January, in opposition to a bill which centralises control over higher education.
They were calling for more power to be devolved to universities and higher education institutions, the right to form student unions, and teaching in ethnic minority languages.
The march was technically illegal as it did not have official approval.  The two sides had been in negotiations, and the authorities had agreed to let the students continue to Yangon.
But the students were angered by police opposition when they reached Letpadan, 140km (90 miles) north of Yangon, and clashes broke out as they attempted to break through police lines.
Scores of students and some police officers were injured, while more than 100 people were arrested.
The government has announced an inquiry into the response of the security services, state media report. Young Burmese have been at the forefront of several protests in Myanmar over the years, including a notorious 1988 uprising against the former ruling junta.",Sixty-five people have appeared in court to be charged over a student protest that ended in violence.,More than 65 people have appeared in court in Myanmar charged with inciting violence and rioting.,0,bart-base,xsum,0
34563833,"Jones, 31, suffered a shin injury while on international duty with Trinidad and Tobago on Tuesday.
Cardiff manager Russell Slade said there was no break and Jones will be assessed once he returns to Wales.
""We're hoping he will be in on Sunday,"" said Slade. ""We don't know how long he'll be out for.""
This is the second time in the space of two months Jones has been unavailable for Cardiff following international duty.
He missed the opening four games of the season after being deemed unfit following his involvement in the Gold Cup, held in America and Canada in July.
The latest set-back came in his country's goalless draw with Nicaragua in Port of Spain when he was carried off on a stretcher after 73 minutes.
""It's not broken, that's the most important thing, but there is a lot of swelling there. It will be assessed the moment he lands,"" said Slade.
Jones' injury ends a miserable week for Slade that also saw him lose defender Bruno Ecuele Manga for at least two months to a groin injury sustained while training with Gabon.
""As with Bruno, it's difficult to get the information you require,"" added Slade of Jones' condition.
Cardiff missed the striker's presence on Saturday in a dour stalemate with Preston.
Slade admitted his side were poor as they registered two efforts on target against a team that started the afternoon on the bottom of the Championship table.
""I didn't think we got going until 50 or 60 minutes into the game and that can't happen,"" he said.
""Clearly it's not something we designed or wanted. We set out exactly what we wanted to do but we didn't do that.
""It can happen away from home sometimes, but it's dangerous because when you come up against top opposition, they will punish you in those periods.
""We haven't served up too many halves like that so benefit of the doubt.
""We came out for the second half and looked like a team again that wanted to go on and win a football match.""
Slade's mood on Saturday evening would not have been helped when one of his discarded strikers, Javi Guerra, put Rayo Vallecano in front against Barcelona in La Liga at the Nou Camp.
Guerra, 33, moved to Rayo on a season-long loan in August after being told he was not in Slade's plans.",Cardiff are waiting to discover the extent of the injury to Jones that forced the striker to miss Saturday's draw at Preston.,Cardiff are waiting to discover the extent of the injury to Jones that forced the striker to miss Saturday's draw at Preston.,0,bart-base,xsum,1
34563833,"Jones, 31, suffered a shin injury while on international duty with Trinidad and Tobago on Tuesday.
Cardiff manager Russell Slade said there was no break and Jones will be assessed once he returns to Wales.
""We're hoping he will be in on Sunday,"" said Slade. ""We don't know how long he'll be out for.""
This is the second time in the space of two months Jones has been unavailable for Cardiff following international duty.
He missed the opening four games of the season after being deemed unfit following his involvement in the Gold Cup, held in America and Canada in July.
The latest set-back came in his country's goalless draw with Nicaragua in Port of Spain when he was carried off on a stretcher after 73 minutes.
""It's not broken, that's the most important thing, but there is a lot of swelling there. It will be assessed the moment he lands,"" said Slade.
Jones' injury ends a miserable week for Slade that also saw him lose defender Bruno Ecuele Manga for at least two months to a groin injury sustained while training with Gabon.
""As with Bruno, it's difficult to get the information you require,"" added Slade of Jones' condition.
Cardiff missed the striker's presence on Saturday in a dour stalemate with Preston.
Slade admitted his side were poor as they registered two efforts on target against a team that started the afternoon on the bottom of the Championship table.
""I didn't think we got going until 50 or 60 minutes into the game and that can't happen,"" he said.
""Clearly it's not something we designed or wanted. We set out exactly what we wanted to do but we didn't do that.
""It can happen away from home sometimes, but it's dangerous because when you come up against top opposition, they will punish you in those periods.
""We haven't served up too many halves like that so benefit of the doubt.
""We came out for the second half and looked like a team again that wanted to go on and win a football match.""
Slade's mood on Saturday evening would not have been helped when one of his discarded strikers, Javi Guerra, put Rayo Vallecano in front against Barcelona in La Liga at the Nou Camp.
Guerra, 33, moved to Rayo on a season-long loan in August after being told he was not in Slade's plans.",Cardiff are waiting to discover the extent of the injury to Jones that forced the striker to miss Saturday's draw at Preston.,Cardiff City defender Rhys Jones will miss Sunday's Championship game against Rayo Vallecano after suffering a knee injury.,0,bart-base,xsum,0
39066087,"sportscotland says it has yet to decide where the cuts will fall amid concerns that elite athletes could suffer.
The cuts are being blamed on reduced government spending and a drop in National Lottery ticket sales - a major contributor to sports backing.
Governing bodies are bracing themselves for potential job losses.
About 60% of funding is made up from Scottish Government money, with lottery sales making up the rest.
In the year ending 2015, total revenue was £65.1m, which is divided up and awarded to 52 sports.
By the end of next year, that figure will have fallen to £51.8m - a cut to the Scottish sporting budget of 20% in just three years.
sportscotland chairman Mel Young said: ""It's heartbreaking to me because I know the effort the sport governing bodies and the community that's around it; the volunteers and the mums and dads.
""And, to have to say that we're having to cut some money back is, I believe, not the right way to go.""
Former badminton player Susan Egelstaff, a double bronze medallist at the Commonwealth Games [in 2002 and 2006] and an Olympian, fears the cuts will have ""a huge impact"".
""What that means in the future is that Scotland will be constantly playing catch-up,"" she said. ""It's almost impossible to catch up if you fall too far behind the leading nations.""
The Scottish Government said sport and physical activity play a ""key role"" in a healthy Scotland and that ""significant"" investment would continue in those areas.
""Having successfully delivered the Commonwealth Games [in 2014] we are now focusing on protecting or raising investment in areas intended to decrease health inequality and improve life chances, and the small reduction in the sport budget allows us to support those priorities,"" Minister for Sport Aileen Campbell said.
""There is on-going support for active lifestyles through capital investment in cycling and walking, and over the last 10 years we have invested £168m in sport infrastructure - from grassroots to the elite performance which has increased the facilities and opportunities to get people active and achieve on the world stage at both the Olympics and Commonwealth Games.""","Sport funding in Scotland is facing a 20% reduction over a three-year period, a move described as ""heartbreaking"" by the sportscotland chairman.","Sport funding in Scotland is facing a 20% reduction over a three-year period, a move described as ""heartbreaking"" by the sportscotland chairman.",0,bart-base,xsum,1
39066087,"sportscotland says it has yet to decide where the cuts will fall amid concerns that elite athletes could suffer.
The cuts are being blamed on reduced government spending and a drop in National Lottery ticket sales - a major contributor to sports backing.
Governing bodies are bracing themselves for potential job losses.
About 60% of funding is made up from Scottish Government money, with lottery sales making up the rest.
In the year ending 2015, total revenue was £65.1m, which is divided up and awarded to 52 sports.
By the end of next year, that figure will have fallen to £51.8m - a cut to the Scottish sporting budget of 20% in just three years.
sportscotland chairman Mel Young said: ""It's heartbreaking to me because I know the effort the sport governing bodies and the community that's around it; the volunteers and the mums and dads.
""And, to have to say that we're having to cut some money back is, I believe, not the right way to go.""
Former badminton player Susan Egelstaff, a double bronze medallist at the Commonwealth Games [in 2002 and 2006] and an Olympian, fears the cuts will have ""a huge impact"".
""What that means in the future is that Scotland will be constantly playing catch-up,"" she said. ""It's almost impossible to catch up if you fall too far behind the leading nations.""
The Scottish Government said sport and physical activity play a ""key role"" in a healthy Scotland and that ""significant"" investment would continue in those areas.
""Having successfully delivered the Commonwealth Games [in 2014] we are now focusing on protecting or raising investment in areas intended to decrease health inequality and improve life chances, and the small reduction in the sport budget allows us to support those priorities,"" Minister for Sport Aileen Campbell said.
""There is on-going support for active lifestyles through capital investment in cycling and walking, and over the last 10 years we have invested £168m in sport infrastructure - from grassroots to the elite performance which has increased the facilities and opportunities to get people active and achieve on the world stage at both the Olympics and Commonwealth Games.""","Sport funding in Scotland is facing a 20% reduction over a three-year period, a move described as ""heartbreaking"" by the sportscotland chairman.","Scottish sport governing bodies are facing a £50m budget cut in the next financial year, according to the Scottish Government.",0,bart-base,xsum,0
